reported_date,testing_start_date,testing_end_date,board_IDs,school_boards,school_ID,testing_sites
2021-03-12,2021-03-13,,B66010;B67016,Avon Maitland DSB ; Huron-Superior CDSB,985418,St. Michael's Secondary School  (Huron-Superior CDSB)
2021-03-12,2021-03-13,,B66303;B67024;B66028;B67024,CS Viamonde ; Conseil scolaire catholique Providence ; Greater Essex County DSB ; Windsor-Essex CDSB,721735,Immaculate Conception Catholic School
2021-03-12,2021-03-13,,B67105;B66060,Durham CDSB ; Durham DSB,826278,St Mary Catholic Secondary School
2021-03-12,2021-03-16,,B67105;B66060,Durham CDSB ; Durham DSB,934991,Brooklin HS
2021-03-12,2021-03-17,,B67105;B66060,Durham CDSB ; Durham DSB,741310,Monsignor Paul Dwyer Catholic High School
2021-03-12,2021-03-13,,B67113,Halton CDSB,688231,Assumption Catholic Secondary School
2021-03-12,2021-03-16,,B67113,Halton CDSB,738271,Notre Dame Catholic Secondary School
2021-03-12,2021-03-17,,B67113,Halton CDSB,854212,St. Thomas Aquinas Catholic Secondary School
2021-03-12,2021-03-13,,B66133,Halton DSB,953121,White Oaks High School
2021-03-12,2021-03-18,,B66133,Halton DSB,953121,White Oaks High School
2021-03-12,2021-03-13,,B67121,Hamilton-Wentworth CDSB,855685,St. Thomas More Catholic Secondary School
2021-03-12,2021-03-14,,B66036;B67040,Lambton Kent DSB ; St Clair CDSB,890861,Great Lakes Secondary School
2021-03-12,2021-03-13,,B66125,Peel DSB,487902,Robert H Lagerquist Senior Public School
2021-03-12,2021-03-13,,B66125,Peel DSB,221538,Goldcrest Public School
2021-03-12,2021-03-14,,B66125,Peel DSB,254568,Derry West Village Public School
2021-03-12,2021-03-14,,B66125,Peel DSB,258121,Hillcrest Public School
2021-03-12,2021-03-18,,B66125,Peel DSB,930660,North Park Secondary School
2021-03-12,2021-03-18,,B66125,Peel DSB,917559,Humberview Secondary School
2021-03-12,2021-03-19,,B66125,Peel DSB,899003,Cawthra Park Secondary School
2021-03-12,2021-03-13,,B67199;B66214,Renfrew County DSB ; Renfrew County CDSB,814962,St Joseph's High School (Renfrew County CDSB)
2021-03-12,2021-03-17,,B67091,Simcoe Muskoka CDSB,773050,St Thomas Aquinas Catholic Secondary School
2021-03-12,2021-03-15,,B28070,Superior-Greenstone DSB,924652,Manitouwadge High School
2021-03-12,2021-03-16,,B28070,Superior-Greenstone DSB,924784,Marathon High School
2021-03-12,2021-03-17,,B28070,Superior-Greenstone DSB,940666,Lake Superior High School
2021-03-12,2021-03-18,,B28070,Superior-Greenstone DSB,385131,George O'Neill Public School
2021-03-12,2021-03-19,,B28070,Superior-Greenstone DSB,912565,Geraldton Composite School
2021-03-12,2021-03-13,,B66087,Trillium Lakelands DSB,368946,Monck Public School
2021-03-12,2021-03-13,,B67130;B66117,Upper Grand DSB ; Wellington CDSB ,745529,Our Lady of Lourdes Catholic High School (Wellington CDSB)
2021-03-12,2021-03-14,,B66117;B67130 ,Upper Grand DSB ; Wellington CDSB ,745529,Our Lady of Lourdes Catholic High School (Wellington CDSB)
2021-03-12,2021-03-18,,B67130;B66117,Upper Grand DSB ; Wellington CDSB ,792080,St. Francis (Wellington CDSB)
2021-03-12,2021-03-13,,B67148;B66176,Waterloo CDSB  ;  Waterloo Region DSB,918555,Jacob Hespeler Secondary School (Waterloo Region DSB)
2021-03-12,2021-03-13,,B67148;B66176,Waterloo CDSB  ;  Waterloo Region DSB,732320,Monsignor Doyle Catholic Secondary School (Waterloo CDSB)
2021-03-12,2021-03-13,,B66095,York Region DSB,945508,Stephen Lewis Secondary School 
2021-03-12,2021-03-13,,B66095,York Region DSB,954292,Woodbridge College 
2021-03-12,2021-03-13,,B66095,York Region DSB,904970,Dr John M Denison Secondary School
2021-03-19,2021-03-20,,B66010,Avon Maitland District School Board ,459441,North Perth Westfield Elementary School
2021-03-19,2021-03-25,,B66001,"Bluewater District School Board
",914444,"Grey Highlands Secondary, Flesherton"
2021-03-19,2021-03-20,,B67008,Bruce-Grey Catholic District School Board,711985,Holy Family Separate School
2021-03-19,2021-03-20,,B67172,Catholic District School Board of Eastern Ontario,830283,St. Mary - St. Cecilia
2021-03-19,2021-03-26,,B67172,Catholic District School Board of Eastern Ontario,697630,Notre Dame Catholic High School
2021-03-19,2021-03-24,,B66150,District School Board of Niagara ,921750,Laura Secord Secondary School
2021-03-19,2021-03-20,,B67083,Dufferin-Peel Catholic District School Board,767255,St Aloysius Gonzaga Secondary School
2021-03-19,2021-03-20,,B67083,Dufferin-Peel Catholic District School Board,806919,St Joseph Secondary School
2021-03-19,2021-03-21,,B67083,Dufferin-Peel Catholic District School Board,816906,St Kevin School
2021-03-19,2021-03-23,,B67105,Durham Catholic District School Board ,741310,Monsignor Paul Dwyer Catholic High School
2021-03-19,2021-03-20,,B66060,Durham District School Board,918423,J Clarke Richardson Collegiate Institute
2021-03-19,2021-03-20,,B66060,Durham District School Board,892025,Anderson Collegiate and Vocational Institute
2021-03-19,2021-03-20,,B66028,Greater Essex,922188,Leamington District Secondary School  
2021-03-19,2021-03-20,,B67113,Halton Catholic DSB,689726,Bishop Paul Francis Reding Catholic Secondary School
2021-03-19,2021-03-23,,B67113,Halton Catholic DSB,761182,Corpus Christi Catholic Secondary School
2021-03-19,2021-03-24,,B67113,Halton Catholic DSB,704300,Holy Trinity Catholic Secondary School
2021-03-19,2021-03-20,,B66133,Halton DSB,926736,Milton District High School
2021-03-19,2021-03-25,,B66134,Halton DSB,926736,Milton District High School
2021-03-19,2021-03-20,,B67121,Hamilton-Wentworth Catholic District School Board,800430,St. Jean de Brebeuf Catholic Secondary School
2021-03-19,2021-03-26,,B67121,Hamilton-Wentworth Catholic District School Board,689750,Bishop Ryan Catholic Secondary School
2021-03-19,2021-03-26,,B66141,Hamilton-Wentworth District School Board,893455,Nora Henderson Secondary School
2021-03-19,2021-03-20,,B66079,Kawartha Pine Ridge District School Board,931543,Norwood District High School
2021-03-19,2021-03-24,,B67032,"London District Catholic School Board
",831190,St Mary's High School
2021-03-19,2021-03-24,,B67156,"Niagara Catholic District School Board
",773662,Saint Michael Catholic High School
2021-03-19,2021-03-20,,B66125,Peel DSB,308455,Larkspur Public School
2021-03-19,2021-03-20,,B66125,Peel DSB,89058,Beryl Ford PS
2021-03-19,2021-03-21,,B66125,Peel DSB,201073,Folkstone Public School
2021-03-19,2021-03-21,,B66125,Peel DSB,258121,Hillcrest Public School
2021-03-19,2021-03-23,,B79910,Penetanguishene Protestant SSB,439738,Burkevale Protestant Elementary
2021-03-19,2021-03-24,,B79910,Penetanguishene Protestant SSB,439738,Burkevale Protestant Elementary
2021-03-19,2021-03-20,,B67067,Peterborough Victoria Northumberland and Clarington CDSB,855006,St. Thomas Aquinas Catholic Secondary School
2021-03-19,2021-03-20,,B67199,Renfrew County Catholic District School Board,814962,St. Joseph's Catholic High School 
2021-03-19,2021-03-20,,B66214,Renfrew County District School Board ,892416,Arnprior District High School 
2021-03-19,2021-03-25,,B66109,Simcoe County DSB,927724,Nantyr Shores Secondary School
2021-03-19,2021-03-24,,B67091,Simcoe Muskoka CDSB,711098,Holy Trinity Catholic High School
2021-03-19,2021-03-21,,B67040,St. Clair Catholic School Board,864366,Ursuline College Chatham Secondary School
2021-03-19,2021-03-24,,B66044,Thames Valley District School Board,925560,Medway High School
2021-03-19,2021-03-25,,B66044,Thames Valley District School Board,918024,Huron Park Secondary School
2021-03-19,2021-03-20,,B66087,Trillium Lakelands DSB,914380,Gravenhurst High School
2021-03-19,2021-03-24,,B66192,Upper Canada District School Board,898520,Carleton Place High School
2021-03-19,2021-03-25,,B66117,Upper Grand District School Board,909831,Centre Wellington DHS
2021-03-19,2021-03-20,,B66176,"Waterloo Region District School Board  
",898090,Cameron Heights Collegiate Institute
2021-03-19,2021-03-21,,B66176,"Waterloo Region District School Board 
",898090,Cameron Heights Collegiate Institute
2021-03-19,2021-03-23,,B66176,"Waterloo Region District School Board 
",943894,Southwood Secondary School
2021-03-19,2021-03-20,,B67139,Wellington Catholic District School Board ,792080,St Francis of Assisi Catholic School
2021-03-19,2021-03-21,,B67129,Wellington Catholic District School Board ,792080,St Francis of Assisi Catholic School
2021-03-19,2021-03-20,,B67075,York Catholic DSB,799912,St. Jean de Brebeuf Catholic High School
2021-03-26,2021-03-27,,B67008,Bruce-Grey Catholic District School Board,776599,St. Mary's High School
2021-03-26,2021-03-27,,B67172,Catholic District School Board of Eastern Ontario,788686,St. Edward Catholic School
2021-03-26,2021-03-31,,B67318,Conseil scolaire catholique MonAvenir,691950,École secondaire catholique Saint-Frère-André
2021-03-26,2021-03-28,,B67300,Conseil scolaire catholique Providence,791601,École secondaire catholique Saint-François-Xavier
2021-03-26,2021-03-31,,B66150,District School Board of Niagara ,890200,A.N. Myer Secondary School
2021-03-26,2021-03-27,,B67083,Dufferin-Peel Catholic District School Board,697095,Christ the King Catholic School
2021-03-26,2021-03-27,,B67083,Dufferin-Peel Catholic District School Board,753211,Robert F. Hall Catholic Secondary School
2021-03-26,2021-03-28,,B67083,Dufferin-Peel Catholic District School Board,854530,St. Thomas Aquinas Secondary School
2021-03-26,2021-03-27,,B67105,Durham Catholic District School Board ,826278,St. Mary Catholic Secondary School
2021-03-26,2021-03-31,,B66060,Durham District School Board,566870,Uxbridge Secondary School
2021-03-26,2021-03-27,,B66028,Greater Essex County District School Board,917249,Honourable W.C. Kennedy Collegiate Institute
2021-03-26,2021-03-30,,B67113,Halton Catholic District School Board,688231,Assumption Catholic Secondary School
2021-03-26,2021-03-27,,B67113,Halton Catholic District School Board,696392,St. Francis Xavier Catholic Secondary School
2021-03-26,2021-03-30,,B67113,Halton Catholic District School Board,798010,St. Ignatius of Loyola Catholic Secondary School
2021-03-26,2021-03-27,,B66133,Halton District School Board,924393,M.M. Robinson High School
2021-03-26,2021-04-01,,B66133,Halton District School Board,924393,M.M. Robinson High School
2021-03-26,2021-03-27,,B67121,Hamilton-Wentworth Catholic District School Board,689750,Bishop Ryan Catholic Secondary School
2021-03-26,2021-03-27,2021-03-28,B66141,Hamilton-Wentworth District School Board,488921,Dr. J. Edgar Davey Elementary Public School
2021-03-26,2021-03-27,,B67016,Huron-Perth Catholic District School Board,771686,St. Anne's Catholic Secondary School 
2021-03-26,2021-03-27,,B28045,Kawartha Pine Ridge District School Board,895539,Bowmanville High School
2021-03-26,2021-03-31,,B67032,London District Catholic School Board,752827,"Regina Mundi
Catholic College "
2021-03-26,2021-03-31,,B67156,Niagara Catholic District School Board,715247,Holy Cross Catholic Secondary School
2021-03-26,2021-03-27,,B66125,Peel District School Board,426375,Eldorado Public School
2021-03-26,2021-03-27,,B66125,Peel District School Board,236845,Hazel McCallion Senior Public School
2021-03-26,2021-03-28,,B66125,Peel District School Board,291986,Kindree Public School
2021-03-26,2021-03-28,,B66125,Peel District School Board,372978,Mountain Ash Public School
2021-03-26,2021-03-27,,B67067,Peterborough Victoria Northumberland and Clarington Catholic District School Board,855006,St. Thomas Aquinas Catholic Secondary School
2021-03-26,2021-03-27,,B66214,Renfrew County District School Board ,924431,Madawaska Valley District High School
2021-03-26,2021-04-01,,B66109,Simcoe County District School Board,893323,Barrie North Collegiate Institute
2021-03-26,2021-03-31,,B67091,Simcoe Muskoka Catholic District School Board,813389, St. Joseph's Catholic High School
2021-03-26,2021-04-01,,B66044,Thames Valley District School Board,890073,A.B. Lucas Secondary School
2021-03-26,2021-03-31,,B66044,Thames Valley District School Board,945846,Strathroy District Collegiate Institute 
2021-03-26,2021-04-01,,B66052,Toronto District School Board,954160,Woburn Collegiate Institute
2021-03-26,2021-03-27,,B66087,Trillium Lakelands District School Board,918130,IE Weldon Secondary School
2021-03-26,2021-03-27,,B66192,Upper Canada District School Board,929590,North Dundas District High School
2021-03-26,2021-03-27,,B66192,Upper Canada District School Board,918415,Seaway District High School
2021-03-26,2021-03-27,2021-03-28,B66117,Upper Grand District School Board,909831,Centre Wellington District High School
2021-03-26,2021-03-27,2021-03-28,B66117,Upper Grand District School Board,178969,Elora Public School
2021-03-26,2021-04-01,,B66117,Upper Grand District School Board,953555,Wellington Heights Secondary School 
2021-03-26,2021-03-27,,B67148,Waterloo Catholic District School Board,832103,St. Mary's High School
2021-03-26,2021-03-28,,B66176,Waterloo Region District School Board  ,917931,Huron Heights Secondary School
2021-03-26,2021-03-26,2021-03-27,B67075,York Catholic District School Board,706809,Father Michael McGivney Catholic Academy
2021-03-26,2021-03-27,2021-03-28,B66095,York Region District School Board,928682,Newmarket High School 
2021-03-26,2021-03-27,2021-03-28,B66095,York Region District School Board,942340,Sir William Mulock Secondary School
2021-03-26,2021-03-27,2021-03-28,B66095,York Region District School Board,947814,Thornlea Secondary School
2021-04-06,2021-04-08,,B66001,Bluewater District School Board,951692,Owen Sound District Secondary
2021-04-06,2021-04-07,,B66150,District School Board of Niagara,894109,Beamsville District Secondary School
2021-04-06,2021-04-06,,B67113,Halton Catholic District School Board,854212,St. Thomas Aquinas Catholic Secondary School
2021-04-06,2021-04-07,,B66141,Hamilton-Wentworth District School Board,898848,Bernie Custis Secondary School
2021-04-06,2021-04-07,,B67032,London District Catholic School Board,763602,St. Andre Bessette Secondary School
2021-04-06,2021-04-07,,B67156,Niagara Catholic District School Board,690791,Blessed Trinity Catholic Secondary School
2021-04-06,2021-04-08,,B66109,Simcoe County District School Board,893064,Banting Memorial District High School
2021-04-06,2021-04-07,,B67091,Simcoe Muskoka District School Board,852775,St Theresa's Separate School
2021-04-06,2021-04-07,,B66044,Thames Valley District School Board,899305,Central Elgin Collegiate Institute
2021-04-06,2021-04-08,,B66044,Thames Valley District School Board,902420,College Ave. Secondary School
2021-04-06,2021-04-08,,B67059,Toronto Catholic District School Board,690961,Brebeuf College School
2021-04-06,2021-04-09,,B66052,Toronto District School Board,938173,Richview Collegiate Institute
2021-04-09,2021-04-10,,B67164,Brant Haldimand Norfolk Catholic District School Board,751898,St John's College
2021-04-09,2021-04-10,,B67008,Bruce-Grey Catholic District School Board,759430,Sacred Heart High School
2021-04-09,2021-04-12,,B67334,Conseil des Écoles catholiques du Centre-Est,752550,École intermédiaire catholique Franco-Cité
2021-04-09,2021-04-15,,B67334,Conseil des Écoles catholiques du Centre-Est,718973,École intermédiaire catholique Pierre-Savard
2021-04-09,2021-04-13,,B66311,Conseil des ecoles publiques de l'Est de l'Ontario          ,215970,École élémentaire publique Gisèle-Lalonde
2021-04-09,2021-04-10,,B67300,Conseil scolaire catholique Providence,728772,École secondaire catholique l'Essor
2021-04-09,2021-04-10,,B67300,Conseil scolaire catholique Providence,708500,École secondaire catholique École secondaire Monseigneur-Bruyère
2021-04-09,2021-04-14,,B66150,District School Board of Niagara,890200,A N Myer Secondary School
2021-04-09,2021-04-14,,B66060,Durham District School Board,911291,G L Roberts Collegiate and Vocational Institute
2021-04-09,2021-04-13,,B66060,Durham District School Board,918423,J Clarke Richardson Collegiate Institute
2021-04-09,2021-04-10,,B67113,Halton Catholic District School Board,738271,Notre Dame Catholic Secondary School
2021-04-09,2021-04-13,,B67113,Halton Catholic District School Board,704300,Holy Trinity Catholic Secondary School
2021-04-09,2021-04-14,,B67113,Halton Catholic District School Board,696392,St. Francis Xavier Catholic Secondary School
2021-04-09,2021-04-10,,B67121,Hamilton-Wentworth Catholic District School Board,689386,Bishop Tonnos Catholic Secondary School
2021-04-09,2021-04-10,,B67016,Huron Perth Catholic District School Board,706396,Precious Blood Separate School
2021-04-09,2021-04-10,,B66079,Kawartha Pine Ridge District School Board,906719,East Northumberland Secondary School
2021-04-09,2021-04-14,,B67032,London District Catholic School Board,997676,Centre for Lifelong Learning
2021-04-09,2021-04-14,,B67156,Niagara Catholic District School Board,773662,Saint Michael Catholic High School
2021-04-09,2021-04-14,,B67180,Ottawa Catholic School Board,759970,Sacred Heart High School
2021-04-09,2021-04-16,,B66184,Ottawa-Carleton District School Board,913472,Gloucester High School
2021-04-09,2021-04-10,,B66087,Trillium Lakelands District School Board,909700,Fenelon Falls Secondary School
2021-04-09,2021-04-10,2021-04-11,B66176,Waterloo Region District School Board,950912,Waterloo Collegiate Institute
2021-04-09,2021-04-11,,B67040,St. Clair Catholic District School Board,836788,St Patrick's Catholic High School
2021-04-16,2021-04-17,,B66010,Avon Maitland District School Board,944807,St Marys D.C. & V. I. High School
2021-04-16,2021-04-22,,B66001,Bluewater District School Board,951692,Owen Sound District Secondary School Secondary School
2021-04-16,2021-04-17,,B67164,Brant Haldimand Norfolk Catholic District School Board,688088,Assumption College School High School
2021-04-16,2021-04-17,,B67008,Bruce-Grey Catholic District School Board,774332,St Anthony's Separate School
2021-04-16,2021-04-17,,B67172,Catholic District School Board of Eastern Ontario,832480,St Michael High School
2021-04-16,2021-04-17,2021-04-18,B66311,Conseil des ecoles publiques de l'Est de l'Ontario          ,907421,École secondaire publique Omer-Deslauriers
2021-04-16,2021-04-23,,B66303,Conseil scolaire Viamonde,925326,École secondaire Roméo Dallaire
2021-04-16,2021-04-21,,B66150,District School Board of Niagara,935700,Port Colborne High School
2021-04-16,2021-04-17,,B67083,Dufferin-Peel Catholic District School Board,742333,Our Lady of Mount Carmel Secondary School
2021-04-16,2021-04-17,,B67083,Dufferin-Peel Catholic District School Board,706337,Father Clair Tipping School
2021-04-16,2021-04-18,,B67083,Dufferin-Peel Catholic District School Board,821381,St Marcellinus Secondary School
2021-04-16,2021-04-17,,B67105,Durham Catholic District School Board,826278,St Mary Catholic Secondary School
2021-04-16,2021-04-17,,B67113,Halton Catholic District School Board,761182,Corpus Christi Catholic Secondary School
2021-04-16,2021-04-20,,B67113,Halton Catholic District School Board,688231,Assumption Catholic Secondary School
2021-04-16,2021-04-21,,B67113,Halton Catholic District School Board,697125,Christ the King Catholic Secondary School
2021-04-16,2021-04-17,,B66133,Halton District School Board,901439,Garth Webb Secondary School
2021-04-16,2021-04-17,,B67121,Hamilton-Wentworth Catholic District School Board,689750,Bishop Ryan Catholic Secondary School
2021-04-16,2021-04-23,,B67121,Hamilton-Wentworth Catholic District School Board,854336,St. Thomas Catholic Elementary School
2021-04-16,2021-04-23,,B67121,Hamilton-Wentworth Catholic District School Board,827401,St. Mary Catholic Secondary School
2021-04-16,2021-04-21,,B66141,Hamilton-Wentworth District School Board,941719,Sir Allan MacNab Secondary School
2021-04-16,2021-04-21,,B66141,Hamilton-Wentworth District School Board,898848,Bernie Custis Secondary School
2021-04-16,2021-04-22,,B66141,Hamilton-Wentworth District School Board,951820,Westdale Secondary School
2021-04-16,2021-04-17,,B66079,Kawartha Pine Ridge District School Board,947563,Thomas A Stewart Secondary School
2021-04-16,2021-04-22,,B66036,Lambton Kent District School Board,910228,North Lambton Secondary School
2021-04-16,2021-04-21,,B67032,London District Catholic School Board,810916,St Joseph's High School
